Go.	යන්න.
Does she still have a temperature?	ඇයට තවමත් උෂ්ණත්වයක් තිබේද?
Don't be afraid. I won't hurt you.	බය වෙන්න එපා. මම ඔයාට රිද්දන්නේ නැහැ.
Don't believe everything you hear.	ඔබට ඇසෙන සෑම දෙයක්ම විශ්වාස නොකරන්න.
Don't dwell on your past mistakes!	ඔබේ අතීත වැරදි ගැන සිතන්න එපා!
Don't forget there are exceptions.	ව්යතිරේක ඇති බව අමතක නොකරන්න.
Don't forget to answer the letter.	ලිපියට පිළිතුරු දීමට අමතක නොකරන්න.
Don't forget to close the windows.	කවුළු වසා දැමීමට අමතක නොකරන්න.
Don't give Tom your email address.	ටොම්ට ඔබේ ඊමේල් ලිපිනය දෙන්න එපා.
Don't let anybody leave this room.	කිසිවෙකුට මෙම කාමරයෙන් පිටවීමට ඉඩ නොදෙන්න.
Don't try to blame this all on me.	මේ හැමදේටම මට දොස් කියන්න හදන්න එපා.
Don't worry about what others say.	අනිත් අය කියන දේ ගැන කරදර වෙන්න එපා.
Don't you have a driver's license?	ඔබට රියදුරු බලපත්‍රයක් නැද්ද?
Don't you have an air conditioner?	ඔබට වායු සමීකරණ යන්ත්‍රයක් නැද්ද?
Eat your soup before it gets cold.	ඔබේ සුප් සීතල වීමට පෙර කන්න.
Eggs go bad quickly in the summer.	ගිම්හානයේදී බිත්තර ඉක්මනින් නරක අතට හැරේ.
Every door in the house is locked.	නිවසේ සෑම දොරක්ම වසා ඇත.
Every time I go there, I meet her.	මම එහි යන සෑම අවස්ථාවකම මට ඇයව මුණගැසෙනවා.
Every time Tom shows up, it rains.	ටොම් පෙනී සිටින සෑම අවස්ථාවකම වැස්ස.
Everybody is equal before the law.	නීතිය ඉදිරියේ හැමෝම සමානයි.
Everybody wants to sit beside her.	සෑම කෙනෙකුම ඇය අසල වාඩි වීමට කැමතියි.
Everyone in the room looked bored.	කාමරයේ සිටි සියල්ලන්ටම කම්මැලි බවක් පෙනෙන්නට තිබුණි.
Everyone makes mistakes sometimes.	හැමෝම සමහර වෙලාවට වැරදි කරනවා.
Everything looks exactly the same.	සෑම දෙයක්ම හරියටම සමාන වේ.
Excuse me, how much do these cost?	සමාවෙන්න, මේවාට කොපමණ මුදලක් වැය වේද?
Excuse me, where am I on this map?	සමාවෙන්න, මම මේ සිතියමේ කොහෙද?
Fatigue is undermining his health.	තෙහෙට්ටුව ඔහුගේ සෞඛ්‍යය අඩාල කරයි.
Few people understood his comment.	ස්වල්ප දෙනෙක් ඔහුගේ අදහස තේරුම් ගත්හ.
Germany was once an ally of Italy.	ජර්මනිය වරක් ඉතාලියේ මිත්රයෙක් විය.
God created the world in six days.	දෙවියන් වහන්සේ දින හයකින් ලෝකය මැව්වා.
Gold is similar in color to brass.	රන් පිත්තල වර්ණයට සමානයි.
Good morning. It's time to get up.	සුභ උදෑසනක්. නැගිටින්න වෙලාව හරි.
Hamburgers have gone up this week.	හැම්බර්ගර් මේ සතියේ ඉහළ ගොස් ඇත.
Has anything good happened lately?	පහුගිය ටිකේ හොඳ දෙයක් වුණාද?
Have any of you been to Australia?	ඔයාලා කවුරුත් ඕස්ට්‍රේලියාවට ගිහින් තියෙනවද?
Have my eyes also started to fail?	මගේ ඇස්ද ක්‍රියා විරහිත වීමට පටන් ගෙන තිබේද?
Have you ever driven a sports car?	ඔබ කවදා හෝ ක්‍රීඩා මෝටර් රථයක් පදවා තිබේද?
Have you ever eaten Japanese food?	ඔබ කවදා හෝ ජපන් ආහාර අනුභව කර තිබේද?
Have you ever even seen a firefly?	ඔබ කවදා හෝ ගිනි මැස්සෙකු දැක තිබේද?
Have you ever kissed another girl?	ඔබ කවදා හෝ වෙනත් ගැහැණු ළමයෙකු සිපගෙන තිබේද?
Have you met any of Tom's friends?	ඔබට ටොම්ගේ මිතුරන් හමු වී තිබේද?
He achieved great success in life.	ඔහු ජීවිතයේ විශාල සාර්ථකත්වයක් අත්කර ගත්තේය.
He acquired the habit of snacking.	ඔහු කෙටි ආහාර ගැනීමේ පුරුද්ද ලබා ගත්තේය.
He adapted the story for children.	ඔහු ළමයින් සඳහා කතාව අනුවර්තනය කළේය.
He applied for the job and got it.	ඔහු රැකියාවට ඉල්ලුම් කර එය ලබා ගත්තේය.
He arrived at the station at five.	ඔහු පහට දුම්රිය ස්ථානයට පැමිණියේය.
He asked me what I had been doing.	ඔහු මගෙන් ඇහුවා මම මොනවද කළේ කියලා.
He became financially independent.	ඔහු මූල්යමය වශයෙන් ස්වාධීන විය.
He blames his failure on bad luck.	ඔහුගේ අසාර්ථකත්වය අවාසනාවට දොස් පවරයි.
He bored us with his long stories.	ඔහුගේ දිග කතාවලින් ඔහු අපට එපා විය.
He bumped his head against a post.	ඔහු කණුවකට හිස ගසා ගත්තේය.
He can sing better than any of us.	එයාට අපි කාටත් වඩා හොඳට සින්දු කියන්න පුළුවන්.
He carried on with his experiment.	ඔහු තම අත්හදා බැලීම දිගටම කරගෙන ගියේය.
He chastised them for being noisy.	ඝෝෂාකාරී වීම නිසා ඔහු ඔවුන්ට දඬුවම් කළේය.
He denied having stolen the money.	ඔහු මුදල් සොරකම් කිරීම ප්‍රතික්ෂේප කළේය.
He did not eat anything yesterday.	ඔහු ඊයේ කිසිවක් කෑවේ නැත.
He did not speak unless spoken to.	කතා කළා මිස කතා කළේ නැත.
He didn't give me anything to eat.	ඔහු මට කන්න කිසිවක් දුන්නේ නැත.
He doesn't have a mind of his own.	ඔහුට ඔහුගේම මනසක් නැත.
He doesn't have any strength left.	ඔහුට ශක්තියක් ඉතිරිව නැත.
He doesn't seem to be an American.	ඔහු ඇමරිකානුවෙක් නොවන බව පෙනේ.
He drinks a lot of milk every day.	ඔහු දිනපතා කිරි ගොඩක් බොනවා.
He dropped his books on the floor.	ඔහු තම පොත් බිම දැමුවේය.
He earns three times more than me.	ඔහු මට වඩා තුන් ගුණයක් උපයනවා.
He filled up the hole in the wall.	ඔහු බිත්තියේ සිදුර පුරවා ගත්තේය.
